CustomerID,Recencia,Frequencia,Valor,Recencia_Score,Frequencia_Score,Valor_Score,Total_Score,Segmento
12418.0,113,34,668.58,2,3,3,8,Segmento 3: Clientes regulares
12420.0,64,29,600.39,3,2,3,8,Segmento 3: Clientes regulares
12421.0,16,46,806.27,4,3,3,10,Segmento 2: Clientes potenciais
12422.0,96,39,803.5600000000001,2,3,3,8,Segmento 3: Clientes regulares
12423.0,1,126,1849.11,5,5,4,14,Segmento 1: Clientes mais valiosos
12424.0,163,30,1760.96,2,3,4,9,Segmento 2: Clientes potenciais
12425.0,78,36,777.2,2,3,3,8,Segmento 3: Clientes regulares
12426.0,195,30,582.73,1,3,3,7,Segmento 3: Clientes regulares
12427.0,12,35,708.37,4,3,3,10,Segmento 2: Clientes potenciais
12428.0,26,300,7877.2,4,5,5,14,Segmento 1: Clientes mais valiosos
12429.0,9,97,3750.4,5,4,5,14,Segmento 1: Clientes mais valiosos
12430.0,43,11,256.4,3,1,2,6,Segmento 3: Clientes regulares
12431.0,36,240,6416.39,3,5,5,13,Segmento 1: Clientes mais valiosos
12432.0,43,108,5059.32,3,4,5,12,Segmento 2: Clientes potenciais
12433.0,1,420,13375.87,5,5,5,15,Segmento 1: Clientes mais valiosos
12434.0,85,54,765.19,2,3,3,8,Segmento 3: Clientes regulares
12435.0,80,36,7829.89,2,3,5,10,Segmento 2: Clientes potenciais
12436.0,100,16,509.01,2,2,3,7,Segmento 3: Clientes regulares
12437.0,2,201,4896.66,5,5,5,15,Segmento 1: Clientes mais valiosos
12438.0,14,98,2906.85,4,4,5,13,Segmento 1: Clientes mais valiosos
12441.0,367,11,173.55,1,1,1,3,Segmento 4: Clientes inativos
12442.0,3,12,172.06,5,1,1,7,Segmento 3: Clientes regulares
12444.0,21,177,5005.46,4,5,5,14,Segmento 1: Clientes mais valiosos
12445.0,22,4,133.4,4,1,1,6,Segmento 3: Clientes regulares
12446.0,58,58,1002.3100000000001,3,3,4,10,Segmento 2: Clientes potenciais
12447.0,243,26,476.49,1,2,3,6,Segmento 3: Clientes regulares
12448.0,44,22,449.45,3,2,2,7,Segmento 3: Clientes regulares
12449.0,22,191,4067.29,4,5,5,14,Segmento 1: Clientes mais valiosos
12450.0,156,8,197.88,2,1,1,4,Segmento 4: Clientes inativos
12451.0,11,355,8933.52,5,5,5,15,Segmento 1: Clientes mais valiosos
12452.0,17,23,428.57,4,2,2,8,Segmento 3: Clientes regulares
12453.0,134,43,707.09,2,3,3,8,Segmento 3: Clientes regulares
12454.0,53,30,5.684341886080802e-14,3,3,1,7,Segmento 3: Clientes regulares
12455.0,73,90,2466.86,2,4,5,11,Segmento 2: Clientes potenciais
12456.0,44,129,3153.89,3,5,5,13,Segmento 1: Clientes mais valiosos
12457.0,58,68,1917.78,3,4,4,11,Segmento 2: Clientes potenciais
12458.0,71,38,947.4,3,3,4,10,Segmento 2: Clientes potenciais
12461.0,94,35,826.88,2,3,3,8,Segmento 3: Clientes regulares
12462.0,2,72,1124.01,5,4,4,13,Segmento 1: Clientes mais valiosos
12463.0,46,88,1303.63,3,4,4,11,Segmento 2: Clientes potenciais
12464.0,10,29,1212.05,5,2,4,11,Segmento 2: Clientes potenciais
12465.0,8,51,733.89,5,3,3,11,Segmento 2: Clientes potenciais
12468.0,143,40,724.0400000000001,2,3,3,8,Segmento 3: Clientes regulares
12471.0,2,531,18740.92,5,5,5,15,Segmento 1: Clientes mais valiosos
12472.0,31,391,6229.48,4,5,5,14,Segmento 1: Clientes mais valiosos
12473.0,29,179,2848.23,4,5,5,14,Segmento 1: Clientes mais valiosos
12474.0,17,457,7116.47,4,5,5,14,Segmento 1: Clientes mais valiosos
12475.0,54,36,723.38,3,3,3,9,Segmento 2: Clientes potenciais
12476.0,1,264,6546.58,5,5,5,15,Segmento 1: Clientes mais valiosos
12477.0,23,308,13117.01,4,5,5,14,Segmento 1: Clientes mais valiosos
12478.0,4,36,680.99,5,3,3,11,Segmento 2: Clientes potenciais
12479.0,4,35,477.3,5,3,3,11,Segmento 2: Clientes potenciais
12480.0,28,154,3281.63,4,5,5,14,Segmento 1: Clientes mais valiosos
12481.0,23,218,5590.86,4,5,5,14,Segmento 1: Clientes mais valiosos
12483.0,17,81,2327.13,4,4,5,13,Segmento 1: Clientes mais valiosos
12484.0,33,350,4495.27,3,5,5,13,Segmento 1: Clientes mais valiosos
12488.0,10,55,1298.66,5,3,4,12,Segmento 2: Clientes potenciais
12489.0,336,15,334.93,1,2,2,5,Segmento 3: Clientes regulares
12490.0,5,245,5417.93,5,5,5,15,Segmento 1: Clientes mais valiosos
12491.0,39,26,460.40000000000003,3,2,2,7,Segmento 3: Clientes regulares
12492.0,63,20,263.21000000000004,3,2,2,7,Segmento 3: Clientes regulares
12493.0,166,23,416.79,2,2,2,6,Segmento 3: Clientes regulares
12494.0,10,84,1139.3500000000001,5,4,4,13,Segmento 1: Clientes mais valiosos
12497.0,82,14,1043.1,2,1,4,7,Segmento 3: Clientes regulares
12498.0,21,23,403.70000000000005,4,2,2,8,Segmento 3: Clientes regulares
12500.0,23,65,4206.27,4,4,5,13,Segmento 1: Clientes mais valiosos
12501.0,315,160,2089.68,1,5,5,11,Segmento 2: Clientes potenciais
12502.0,96,147,3723.87,2,5,5,12,Segmento 2: Clientes potenciais
12503.0,338,1,-1126.0,1,1,1,3,Segmento 4: Clientes inativos
12504.0,18,15,114.0,4,2,1,7,Segmento 3: Clientes regulares
12505.0,301,1,-4.5,1,1,1,3,Segmento 4: Clientes inativos
12506.0,233,23,73.5,1,2,1,4,Segmento 4: Clientes inativos
12507.0,134,23,1258.06,2,2,4,8,Segmento 3: Clientes regulares
12508.0,26,69,398.27,4,4,2,10,Segmento 2: Clientes potenciais
12509.0,284,7,176.5,1,1,1,3,Segmento 4: Clientes inativos
12510.0,143,33,982.5699999999999,2,3,4,9,Segmento 2: Clientes potenciais
12512.0,66,34,138.03,3,3,1,7,Segmento 3: Clientes regulares
12513.0,85,36,586.79,2,3,3,8,Segmento 3: Clientes regulares
12514.0,267,51,1017.68,1,3,4,8,Segmento 3: Clientes regulares
12515.0,353,16,383.7,1,2,2,5,Segmento 3: Clientes regulares
12516.0,78,26,1312.06,2,2,4,8,Segmento 3: Clientes regulares
12517.0,28,286,2464.89,4,5,5,14,Segmento 1: Clientes mais valiosos
12518.0,1,124,2056.89,5,4,5,14,Segmento 1: Clientes mais valiosos
12519.0,64,18,340.84,3,2,2,7,Segmento 3: Clientes regulares
12520.0,79,155,2582.51,2,5,5,12,Segmento 2: Clientes potenciais
12521.0,143,38,599.68,2,3,3,8,Segmento 3: Clientes regulares
12522.0,39,12,192.72,3,1,1,5,Segmento 3: Clientes regulares
12523.0,2,110,1745.57,5,4,4,13,Segmento 1: Clientes mais valiosos
12524.0,9,144,4485.72,5,5,5,15,Segmento 1: Clientes mais valiosos
12526.0,1,71,1316.66,5,4,4,13,Segmento 1: Clientes mais valiosos
12527.0,82,18,348.71000000000004,2,2,2,6,Segmento 3: Clientes regulares
12528.0,9,95,1922.28,5,4,4,13,Segmento 1: Clientes mais valiosos
12530.0,60,68,1623.63,3,4,4,11,Segmento 2: Clientes potenciais
12531.0,15,17,125.22,4,2,1,7,Segmento 3: Clientes regulares
12532.0,30,16,349.83000000000004,4,2,2,8,Segmento 3: Clientes regulares
12534.0,131,63,1089.18,2,4,4,10,Segmento 2: Clientes potenciais
12535.0,92,34,716.35,2,3,3,8,Segmento 3: Clientes regulares
12536.0,8,273,4106.82,5,5,5,15,Segmento 1: Clientes mais valiosos
12538.0,29,21,363.95,4,2,2,8,Segmento 3: Clientes regulares
12539.0,22,274,3852.5,4,5,5,14,Segmento 1: Clientes mais valiosos
12540.0,20,481,13309.039999999999,4,5,5,14,Segmento 1: Clientes mais valiosos
12541.0,30,52,981.18,4,3,4,11,Segmento 2: Clientes potenciais
12544.0,30,20,355.7,4,2,2,8,Segmento 3: Clientes regulares
12545.0,75,50,1000.39,2,3,4,9,Segmento 2: Clientes potenciais
12546.0,47,70,1141.5,3,4,4,11,Segmento 2: Clientes potenciais
12547.0,198,8,207.79999999999998,1,1,1,3,Segmento 4: Clientes inativos
12548.0,166,5,95.19999999999999,2,1,1,4,Segmento 4: Clientes inativos
12550.0,79,57,964.83,2,3,4,9,Segmento 2: Clientes potenciais
12551.0,358,10,168.0,1,1,1,3,Segmento 4: Clientes inativos
12552.0,39,20,437.82,3,2,2,7,Segmento 3: Clientes regulares
12553.0,8,196,3652.25,5,5,5,15,Segmento 1: Clientes mais valiosos
12556.0,50,121,603.71,3,4,3,10,Segmento 2: Clientes potenciais
12557.0,16,33,11990.960000000001,4,3,5,12,Segmento 2: Clientes potenciais
12558.0,2,22,1.0658141036401503e-14,5,2,1,8,Segmento 3: Clientes regulares
12559.0,311,22,536.21,1,2,3,6,Segmento 3: Clientes regulares
12560.0,5,111,2101.39,5,4,5,14,Segmento 1: Clientes mais valiosos
12561.0,303,16,238.85,1,2,2,5,Segmento 3: Clientes regulares
12562.0,8,168,3781.7400000000002,5,5,5,15,Segmento 1: Clientes mais valiosos
12564.0,261,21,456.9,1,2,2,5,Segmento 3: Clientes regulares
12565.0,282,10,131.17,1,1,1,3,Segmento 4: Clientes inativos
12566.0,73,20,346.7,2,2,2,6,Segmento 3: Clientes regulares
12567.0,23,463,9114.94,4,5,5,14,Segmento 1: Clientes mais valiosos
12569.0,2,191,4064.9900000000002,5,5,5,15,Segmento 1: Clientes mais valiosos
12571.0,40,34,519.61,3,3,3,9,Segmento 2: Clientes potenciais
12572.0,9,62,1004.72,5,4,4,13,Segmento 1: Clientes mais valiosos
12573.0,227,28,160.54000000000002,1,2,1,4,Segmento 4: Clientes inativos
12574.0,316,11,218.45,1,1,1,3,Segmento 4: Clientes inativos
12576.0,36,89,1306.98,3,4,4,11,Segmento 2: Clientes potenciais
12577.0,35,148,595.4,3,5,3,11,Segmento 2: Clientes potenciais
12578.0,21,120,2753.36,4,4,5,13,Segmento 1: Clientes mais valiosos
12579.0,73,31,410.72,2,3,2,7,Segmento 3: Clientes regulares
12580.0,247,24,415.7,1,2,2,5,Segmento 3: Clientes regulares
12581.0,40,15,197.71,3,2,1,6,Segmento 3: Clientes regulares
12582.0,239,22,511.36,1,2,3,6,Segmento 3: Clientes regulares
12583.0,3,251,7187.34,5,5,5,15,Segmento 1: Clientes mais valiosos
12584.0,4,126,1893.95,5,5,4,14,Segmento 1: Clientes mais valiosos
12585.0,234,97,1982.81,1,4,4,9,Segmento 2: Clientes potenciais
12586.0,17,12,179.94000000000003,4,1,1,6,Segmento 3: Clientes regulares
12587.0,8,4,144.0,5,1,1,7,Segmento 3: Clientes regulares
12588.0,39,10,214.89999999999998,3,1,1,5,Segmento 3: Clientes regulares
12589.0,29,35,646.68,4,3,3,10,Segmento 2: Clientes potenciais
12590.0,190,70,9861.38,1,4,5,10,Segmento 2: Clientes potenciais
12591.0,317,26,452.84999999999997,1,2,2,5,Segmento 3: Clientes regulares
12592.0,92,18,437.6,2,2,2,6,Segmento 3: Clientes regulares
12593.0,109,21,418.09999999999997,2,2,2,6,Segmento 3: Clientes regulares
12594.0,38,119,3320.2200000000003,3,4,5,12,Segmento 2: Clientes potenciais
12596.0,51,27,618.27,3,2,3,8,Segmento 3: Clientes regulares
12597.0,19,214,3683.13,4,5,5,14,Segmento 1: Clientes mais valiosos
12598.0,10,133,3002.68,5,5,5,15,Segmento 1: Clientes mais valiosos
12599.0,29,62,1032.58,4,4,4,12,Segmento 2: Clientes potenciais
12600.0,29,65,2581.04,4,4,5,13,Segmento 1: Clientes mais valiosos
12601.0,190,29,569.5600000000001,1,2,3,6,Segmento 3: Clientes regulares
12602.0,59,12,153.12,3,1,1,5,Segmento 3: Clientes regulares
12603.0,22,3,739.1999999999999,4,1,3,8,Segmento 3: Clientes regulares
12604.0,79,16,254.18,2,2,2,6,Segmento 3: Clientes regulares
12605.0,365,3,-7.5,1,1,1,3,Segmento 4: Clientes inativos
12607.0,58,202,3.552713678800501e-15,3,5,1,9,Segmento 2: Clientes potenciais
12609.0,78,60,1126.85,2,4,4,10,Segmento 2: Clientes potenciais
12610.0,23,111,2057.99,4,4,5,13,Segmento 1: Clientes mais valiosos
12611.0,52,65,1193.32,3,4,4,11,Segmento 2: Clientes potenciais
12612.0,58,21,643.59,3,2,3,8,Segmento 3: Clientes regulares
12613.0,31,163,3218.98,4,5,5,14,Segmento 1: Clientes mais valiosos
12614.0,278,20,315.6,1,2,2,5,Segmento 3: Clientes regulares
12615.0,2,105,2291.19,5,4,5,14,Segmento 1: Clientes mais valiosos
12616.0,85,36,657.25,2,3,3,8,Segmento 3: Clientes regulares
12617.0,29,42,355.53,4,3,2,9,Segmento 2: Clientes potenciais
12618.0,22,11,177.31,4,1,1,6,Segmento 3: Clientes regulares
12619.0,16,95,3214.81,4,4,5,13,Segmento 1: Clientes mais valiosos
12620.0,15,92,1339.41,4,4,4,12,Segmento 2: Clientes potenciais
12621.0,2,474,13612.07,5,5,5,15,Segmento 1: Clientes mais valiosos
12622.0,232,11,180.1,1,1,1,3,Segmento 4: Clientes inativos
12623.0,276,18,305.1,1,2,2,5,Segmento 3: Clientes regulares
12624.0,106,38,641.13,2,3,3,8,Segmento 3: Clientes regulares
12625.0,212,91,2614.32,1,4,5,10,Segmento 2: Clientes potenciais
12626.0,23,307,6388.35,4,5,5,14,Segmento 1: Clientes mais valiosos
12627.0,11,230,4478.53,5,5,5,15,Segmento 1: Clientes mais valiosos
12628.0,4,43,769.61,5,3,3,11,Segmento 2: Clientes potenciais
12630.0,10,64,1270.88,5,4,4,13,Segmento 1: Clientes mais valiosos
12631.0,57,31,640.5,3,3,3,9,Segmento 2: Clientes potenciais
12633.0,59,103,2140.63,3,4,5,12,Segmento 2: Clientes potenciais
12635.0,90,101,1689.18,2,4,4,10,Segmento 2: Clientes potenciais
12637.0,67,394,5953.25,3,5,5,13,Segmento 1: Clientes mais valiosos
12638.0,33,39,671.69,3,3,3,9,Segmento 2: Clientes potenciais
12639.0,239,22,486.1,1,2,3,6,Segmento 3: Clientes regulares
12640.0,24,53,1174.58,4,3,4,11,Segmento 2: Clientes potenciais
12641.0,115,10,185.9,2,1,1,4,Segmento 4: Clientes inativos
12642.0,25,47,1013.26,4,3,4,11,Segmento 2: Clientes potenciais
12643.0,128,24,3344.64,2,2,5,9,Segmento 2: Clientes potenciais
12644.0,130,31,477.91,2,3,3,8,Segmento 3: Clientes regulares
12645.0,34,74,1755.38,3,4,4,11,Segmento 2: Clientes potenciais
12646.0,5,45,1346.97,5,3,4,12,Segmento 2: Clientes potenciais
12647.0,22,128,3669.92,4,5,5,14,Segmento 1: Clientes mais valiosos
12648.0,155,21,318.05,2,2,2,6,Segmento 3: Clientes regulares
12649.0,107,33,603.71,2,3,3,8,Segmento 3: Clientes regulares
12650.0,3,20,314.44,5,2,2,9,Segmento 2: Clientes potenciais
12651.0,335,9,114.0,1,1,1,3,Segmento 4: Clientes inativos
12652.0,322,51,914.53,1,3,4,8,Segmento 3: Clientes regulares
12653.0,149,43,2209.85,2,3,5,10,Segmento 2: Clientes potenciais
12654.0,11,38,601.98,5,3,3,11,Segmento 2: Clientes potenciais
12656.0,17,130,3982.72,4,5,5,14,Segmento 1: Clientes mais valiosos
12657.0,11,56,1152.06,5,3,4,12,Segmento 2: Clientes potenciais
12658.0,19,36,686.05,4,3,3,10,Segmento 2: Clientes potenciais
12659.0,30,5,91.68,4,1,1,6,Segmento 3: Clientes regulares
12660.0,11,13,245.1,5,1,2,8,Segmento 3: Clientes regulares
12662.0,1,232,3817.08,5,5,5,15,Segmento 1: Clientes mais valiosos
12664.0,8,38,4863.88,5,3,5,13,Segmento 1: Clientes mais valiosos
12665.0,325,4,61.75,1,1,1,3,Segmento 4: Clientes inativos
12666.0,359,2,-227.44,1,1,1,3,Segmento 4: Clientes inativos
12667.0,58,33,620.13,3,3,3,9,Segmento 2: Clientes potenciais
12668.0,7,168,3743.18,5,5,5,15,Segmento 1: Clientes mais valiosos
12669.0,151,102,1607.73,2,4,4,10,Segmento 2: Clientes potenciais
12670.0,10,94,2986.15,5,4,5,14,Segmento 1: Clientes mais valiosos
12672.0,330,10,225.89999999999998,1,1,1,3,Segmento 4: Clientes inativos
12673.0,5,42,610.52,5,3,3,11,Segmento 2: Clientes potenciais
12674.0,12,91,1919.31,4,4,4,12,Segmento 2: Clientes potenciais
12676.0,25,45,1331.39,4,3,4,11,Segmento 2: Clientes potenciais
12678.0,42,167,17588.26,3,5,5,13,Segmento 1: Clientes mais valiosos
12679.0,52,56,1058.67,3,3,4,10,Segmento 2: Clientes potenciais
12680.0,1,52,862.81,5,3,3,11,Segmento 2: Clientes potenciais
12681.0,15,646,13677.59,4,5,5,14,Segmento 1: Clientes mais valiosos
12682.0,4,525,12288.22,5,5,5,15,Segmento 1: Clientes mais valiosos
12683.0,4,362,8221.09,5,5,5,15,Segmento 1: Clientes mais valiosos
12684.0,8,105,2283.63,5,4,5,14,Segmento 1: Clientes mais valiosos
12685.0,28,157,2863.08,4,5,5,14,Segmento 1: Clientes mais valiosos
12686.0,372,7,89.14,1,1,1,3,Segmento 4: Clientes inativos
12688.0,114,171,4873.8099999999995,2,5,5,12,Segmento 2: Clientes potenciais
12689.0,26,72,1247.61,4,4,4,12,Segmento 2: Clientes potenciais
12690.0,206,16,389.01,1,2,2,5,Segmento 3: Clientes regulares
12691.0,28,32,1035.8,4,3,4,11,Segmento 2: Clientes potenciais
12693.0,121,41,830.96,2,3,3,8,Segmento 3: Clientes regulares
12694.0,70,37,869.67,3,3,3,9,Segmento 2: Clientes potenciais
12695.0,7,27,582.1,5,2,3,10,Segmento 2: Clientes potenciais
12697.0,21,43,939.02,4,3,4,11,Segmento 2: Clientes potenciais
12700.0,8,270,4867.99,5,5,5,15,Segmento 1: Clientes mais valiosos
12701.0,80,53,797.71,2,3,3,8,Segmento 3: Clientes regulares
12702.0,20,12,219.0,4,1,1,6,Segmento 3: Clientes regulares
12703.0,64,22,274.7,3,2,2,7,Segmento 3: Clientes regulares
12704.0,7,90,2220.84,5,4,5,14,Segmento 1: Clientes mais valiosos
12705.0,15,348,6814.24,4,5,5,14,Segmento 1: Clientes mais valiosos
12707.0,292,33,603.42,1,3,3,7,Segmento 3: Clientes regulares
12708.0,30,174,2616.32,4,5,5,14,Segmento 1: Clientes mais valiosos
12709.0,3,257,9294.1,5,5,5,15,Segmento 1: Clientes mais valiosos
12710.0,97,79,1130.57,2,4,4,10,Segmento 2: Clientes potenciais
12712.0,23,142,4241.63,4,5,5,14,Segmento 1: Clientes mais valiosos
12713.0,1,38,848.55,5,3,3,11,Segmento 2: Clientes potenciais
12714.0,9,259,4708.86,5,5,5,15,Segmento 1: Clientes mais valiosos
12715.0,106,21,353.86,2,2,2,6,Segmento 3: Clientes regulares
12716.0,4,69,1053.49,5,4,4,13,Segmento 1: Clientes mais valiosos
12717.0,151,56,980.98,2,3,4,9,Segmento 2: Clientes potenciais
12718.0,71,19,238.25,3,2,2,7,Segmento 3: Clientes regulares
12719.0,5,42,608.1,5,3,3,11,Segmento 2: Clientes potenciais
12720.0,3,359,5713.28,5,5,5,15,Segmento 1: Clientes mais valiosos
12721.0,32,164,2628.98,4,5,5,14,Segmento 1: Clientes mais valiosos
12722.0,85,57,904.33,2,3,3,8,Segmento 3: Clientes regulares
12723.0,4,69,725.07,5,4,3,12,Segmento 2: Clientes potenciais
12724.0,5,53,1031.41,5,3,4,12,Segmento 2: Clientes potenciais
12725.0,371,24,427.8,1,2,2,5,Segmento 3: Clientes regulares
12726.0,28,124,2609.1,4,4,5,13,Segmento 1: Clientes mais valiosos
12727.0,11,141,3947.7,5,5,5,15,Segmento 1: Clientes mais valiosos
12728.0,71,46,836.33,3,3,3,9,Segmento 2: Clientes potenciais
12729.0,114,26,453.01,2,2,2,6,Segmento 3: Clientes regulares
12731.0,24,277,18793.41,4,5,5,14,Segmento 1: Clientes mais valiosos
12732.0,180,12,236.26000000000002,1,1,2,4,Segmento 4: Clientes inativos
12733.0,234,22,383.95,1,2,2,5,Segmento 3: Clientes regulares
12734.0,353,4,110.39999999999999,1,1,1,3,Segmento 4: Clientes inativos
12735.0,315,43,779.5699999999999,1,3,3,7,Segmento 3: Clientes regulares
12736.0,333,4,234.0,1,1,1,3,Segmento 4: Clientes inativos
12738.0,372,11,155.35,1,1,1,3,Segmento 4: Clientes inativos
12739.0,78,38,1013.04,2,3,4,9,Segmento 2: Clientes potenciais
12740.0,64,27,427.6,3,2,2,7,Segmento 3: Clientes regulares
12743.0,134,134,546.43,2,5,3,10,Segmento 2: Clientes potenciais
12744.0,52,229,9120.39,3,5,5,13,Segmento 1: Clientes mais valiosos
12747.0,2,103,4196.01,5,4,5,14,Segmento 1: Clientes mais valiosos
12748.0,1,4642,29072.1,5,5,5,15,Segmento 1: Clientes mais valiosos
12749.0,4,231,3868.2,5,5,5,15,Segmento 1: Clientes mais valiosos
12750.0,129,15,275.88,2,2,2,6,Segmento 3: Clientes regulares
12752.0,81,53,4366.78,2,3,5,10,Segmento 2: Clientes potenciais
12753.0,4,230,21024.01,5,5,5,15,Segmento 1: Clientes mais valiosos
12754.0,236,65,2949.12,1,4,5,10,Segmento 2: Clientes potenciais
12755.0,250,6,2203.2,1,1,5,7,Segmento 3: Clientes regulares
12756.0,87,4,112.07999999999998,2,1,1,4,Segmento 4: Clientes inativos
12757.0,16,377,4227.7,4,5,5,14,Segmento 1: Clientes mais valiosos
12758.0,117,97,2791.59,2,4,5,11,Segmento 2: Clientes potenciais
12759.0,52,95,1531.44,3,4,4,11,Segmento 2: Clientes potenciais
12762.0,8,69,1898.52,5,4,4,13,Segmento 1: Clientes mais valiosos
12763.0,138,18,494.08,2,2,3,7,Segmento 3: Clientes regulares
12764.0,317,45,1693.88,1,3,4,8,Segmento 3: Clientes regulares
12766.0,4,310,6989.63,5,5,5,15,Segmento 1: Clientes mais valiosos
12769.0,239,32,1143.6,1,3,4,8,Segmento 3: Clientes regulares
12770.0,211,12,1351.45,1,1,4,6,Segmento 3: Clientes regulares
12772.0,60,55,892.47,3,3,3,9,Segmento 2: Clientes potenciais
12775.0,17,67,1351.24,4,4,4,12,Segmento 2: Clientes potenciais
12778.0,20,51,804.23,4,3,3,10,Segmento 2: Clientes potenciais
12779.0,21,159,3868.7,4,5,5,14,Segmento 1: Clientes mais valiosos
12781.0,21,30,707.72,4,3,3,10,Segmento 2: Clientes potenciais
12782.0,5,107,2273.32,5,4,5,14,Segmento 1: Clientes mais valiosos
12783.0,2,86,1603.87,5,4,4,13,Segmento 1: Clientes mais valiosos
12784.0,9,59,574.42,5,4,3,12,Segmento 2: Clientes potenciais
12785.0,3,15,305.71,5,2,2,9,Segmento 2: Clientes potenciais
12787.0,10,20,463.66,5,2,2,9,Segmento 2: Clientes potenciais
12789.0,65,4,91.85,3,1,1,5,Segmento 3: Clientes regulares
12790.0,192,21,324.92,1,2,2,5,Segmento 3: Clientes regulares
12791.0,374,2,192.60000000000002,1,1,1,3,Segmento 4: Clientes inativos
12792.0,257,25,400.53999999999996,1,2,2,5,Segmento 3: Clientes regulares
12793.0,335,24,545.48,1,2,3,6,Segmento 3: Clientes regulares
12794.0,53,45,860.41,3,3,3,9,Segmento 2: Clientes potenciais
